	ECAH1	ECAH2	ECAH3	ECAH4	ECAH5	ECAH6	ECG1	ECG2	ECG3	ECG4	ECG5	ECG6	ORAPG1	ORAPG2	ORAPG3	ORAPG4	ORAPG5	ORAPG6
Pocillopora_acuta_HIv2___TS.g16502.t1	1	4	4	6	6	6	4	2	1	1	1	0	4	0	5	2	2	3
Pocillopora_acuta_HIv2___TS.g16504.t1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16508.t1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16509.t1	54	44	43	80	40	56	83	73	71	62	70	41	59	55	66	59	63	38
Pocillopora_acuta_HIv2___TS.g16510.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16511.t1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16512.t1	11	4	8	16	7	10	4	9	10	5	5	5	7	9	7	20	12	11
Pocillopora_acuta_HIv2___TS.g16513.t2	20	18	11	24	15	19	1	0	5	4	9	8	1	4	2	11	5	0
Pocillopora_acuta_HIv2___TS.g16514.t1	7	4	7	12	7	14	12	3	7	6	11	4	6	1	3	1	5	0
Pocillopora_acuta_HIv2___TS.g16515.t1	2	1	1	0	0	0	0	0	1	1	0	0	3	1	1	3	1	4
Pocillopora_acuta_HIv2___TS.g16516.t2	21	18	12	35	16	22	25	11	24	14	21	15	14	23	15	62	33	28
Pocillopora_acuta_HIv2___TS.g16529.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16530.t1	23	12	5	12	7	9	30	19	24	18	29	16	12	7	12	10	7	10
Pocillopora_acuta_HIv2___TS.g16537.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16538.t2	7	6	1	2	0	4	0	1	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1654.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16543.t2	2	0	1	5	0	4	2	1	2	1	0	1	4	3	5	4	4	2
Pocillopora_acuta_HIv2___TS.g16545.t1	14	11	10	26	14	13	17	11	16	15	25	10	9	17	14	13	23	10
Pocillopora_acuta_HIv2___TS.g16546.t1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16546.t1b	50	47	36	61	34	39	80	59	65	42	45	23	37	48	33	55	44	30
Pocillopora_acuta_HIv2___TS.g16547.t2a	1	2	1	0	2	0	1	1	2	0	0	1	0	0	2	0	0	0
Pocillopora_acuta_HIv2___TS.g16547.t2b	8	2	7	18	9	12	6	8	3	4	6	1	6	3	2	5	2	2
Pocillopora_acuta_HIv2___TS.g16549.t1	47	35	32	39	40	43	35	32	31	15	26	15	12	16	17	29	24	14
Pocillopora_acuta_HIv2___TS.g16561.t1	12	10	6	11	21	14	9	8	7	21	8	12	9	10	7	7	16	16
Pocillopora_acuta_HIv2___TS.g16568.t1	13	4	5	9	10	4	9	8	4	4	5	2	8	7	6	9	6	4
Pocillopora_acuta_HIv2___TS.g1657.t3	86	64	52	103	65	93	90	85	89	80	92	79	72	77	71	58	49	18
Pocillopora_acuta_HIv2___TS.g16570.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16576.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16583.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16598.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1660.t1	4	2	6	10	6	3	6	13	5	8	3	2	3	5	3	8	3	5
Pocillopora_acuta_HIv2___TS.g16601.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16602.t1	12	5	6	22	6	13	2	2	1	1	3	4	2	2	1	0	2	2
Pocillopora_acuta_HIv2___TS.g16603.t2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1
Pocillopora_acuta_HIv2___TS.g16611.t1	10	11	6	11	5	7	8	5	6	6	4	5	4	5	2	0	1	1
Pocillopora_acuta_HIv2___TS.g16614.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16617.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16618.t1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1662.t1	39	44	31	53	32	31	68	47	45	28	34	19	33	31	31	19	42	15
Pocillopora_acuta_HIv2___TS.g16624.t1	15	9	15	17	15	14	21	12	8	13	15	10	13	10	12	10	10	4
Pocillopora_acuta_HIv2___TS.g16625.t1	19	21	21	27	18	16	51	42	58	35	42	41	37	44	60	63	62	45
Pocillopora_acuta_HIv2___TS.g16627.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1663.t1	76	73	59	60	41	39	68	53	74	39	53	29	55	44	32	29	44	29
Pocillopora_acuta_HIv2___TS.g16637.t1	5	4	8	15	12	9	10	4	9	5	3	0	24	23	14	21	17	8
Pocillopora_acuta_HIv2___TS.g16643.t1	0	1	0	1	0	1	3	5	3	1	0	3	3	2	1	4	1	3
Pocillopora_acuta_HIv2___TS.g16656.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16657.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16662.t1	1	4	2	5	1	1	4	0	1	1	2	1	3	0	4	1	1	4
Pocillopora_acuta_HIv2___TS.g16670.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16671.t1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16673.t1	1	0	1	3	0	5	15	10	11	2	5	1	6	5	6	3	5	0
Pocillopora_acuta_HIv2___TS.g16679.t1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1668.t1	4	2	2	0	2	0	2	1	0	0	1	0	0	1	1	1	0	0
Pocillopora_acuta_HIv2___TS.g16682.t1	11	7	5	11	6	5	4	5	6	4	4	6	9	8	7	9	8	2
Pocillopora_acuta_HIv2___TS.g16693.t1	9	14	9	22	12	16	13	10	19	6	7	6	10	8	10	5	10	4
Pocillopora_acuta_HIv2___TS.g16706.t1	1	0	0	2	0	0	3	7	7	5	10	0	3	3	0	3	4	2
Pocillopora_acuta_HIv2___TS.g16717.t2	9	4	8	8	5	6	5	5	6	6	3	3	3	4	3	4	0	1
Pocillopora_acuta_HIv2___TS.g16719.t1	0	0	0	0	0	1	0	2	3	1	0	0	0	0	0	0	0	2
Pocillopora_acuta_HIv2___TS.g16722.t1	7	4	1	6	2	4	2	3	3	3	4	4	1	3	1	6	4	5
Pocillopora_acuta_HIv2___TS.g16726.t1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16729.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16731.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16733.t1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16733.t1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16734.t1	17	8	12	12	12	13	9	12	11	3	5	5	8	9	9	9	11	7
Pocillopora_acuta_HIv2___TS.g16736.t2	37	21	23	49	42	40	43	25	57	46	54	46	61	37	53	227	109	141
Pocillopora_acuta_HIv2___TS.g16746.t2	12	8	8	8	7	12	13	9	6	8	9	7	7	5	8	0	0	0
Pocillopora_acuta_HIv2___TS.g16747.t2	39	25	18	40	27	28	28	15	33	25	18	13	22	20	30	43	49	20
Pocillopora_acuta_HIv2___TS.g16755.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16759.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1676.t1a	7	6	5	8	5	4	3	5	5	6	10	5	5	1	1	2	5	0
Pocillopora_acuta_HIv2___TS.g1676.t1b	46	28	36	37	20	35	59	59	69	33	42	24	26	16	27	38	54	21
Pocillopora_acuta_HIv2___TS.g16763.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16764.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16769.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16770.t1	2	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16775.t1a	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16775.t1b	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16776.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1678.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16782.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16785.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16786.t1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16788.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16789.t2	2	1	5	5	3	3	3	1	3	3	3	3	0	4	2	2	6	2
Pocillopora_acuta_HIv2___TS.g16790.t1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16790.t1b	2	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16793.t1	0	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16794.t1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16797.t3a	144	93	108	226	115	160	156	119	157	76	89	61	89	78	91	161	104	91
Pocillopora_acuta_HIv2___TS.g16797.t3b	1	0	3	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16801.t1	2	2	3	10	3	6	5	5	5	2	4	1	0	4	4	1	5	2
Pocillopora_acuta_HIv2___TS.g16802.t1	54	24	28	24	17	43	11	14	13	8	9	4	7	6	2	2	3	1
Pocillopora_acuta_HIv2___TS.g16805.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2
Pocillopora_acuta_HIv2___TS.g16809.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16810.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16811.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16812.t1	4	4	2	1	1	0	0	1	0	1	1	0	0	6	2	3	2	2
Pocillopora_acuta_HIv2___TS.g16819.t1	3	3	5	15	1	2	2	4	8	2	3	1	1	5	5	0	0	0
Pocillopora_acuta_HIv2___TS.g16824.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16825.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16827.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16828.t1a	97	67	76	152	76	81	68	57	86	40	52	39	63	70	81	85	63	55
Pocillopora_acuta_HIv2___TS.g16828.t1b	41	60	30	54	40	59	54	37	53	34	34	35	54	50	52	102	64	22
Pocillopora_acuta_HIv2___TS.g16835.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16836.t1	96	61	68	69	33	39	145	89	141	44	66	52	135	119	149	75	90	44
Pocillopora_acuta_HIv2___TS.g16837.t2	27	23	18	31	13	10	37	30	48	26	21	13	23	35	39	33	30	20
Pocillopora_acuta_HIv2___TS.g16838.t1	353	254	284	506	258	299	298	289	337	127	138	119	187	221	265	266	168	159
Pocillopora_acuta_HIv2___TS.g16840.t1	8	4	5	4	0	5	0	1	2	0	1	0	1	1	2	0	1	0
Pocillopora_acuta_HIv2___TS.g1685.t2	223	157	148	246	163	193	196	148	184	135	142	95	132	172	151	116	126	82
Pocillopora_acuta_HIv2___TS.g16852.t1	56	12	10	9	16	42	27	70	34	6	5	11	2	2	2	5	9	2
Pocillopora_acuta_HIv2___TS.g16862.t1	5	8	6	8	3	6	9	6	3	1	3	2	6	4	9	3	11	3
Pocillopora_acuta_HIv2___TS.g16865.t1	83	83	46	147	71	96	111	96	66	73	91	70	64	52	63	50	48	26
Pocillopora_acuta_HIv2___TS.g16866.t1	75	63	44	151	110	153	72	50	68	108	137	102	34	31	44	112	64	61
Pocillopora_acuta_HIv2___TS.g16868.t1	84	88	83	161	96	154	107	82	112	119	118	106	26	43	46	74	57	29
Pocillopora_acuta_HIv2___TS.g16873.t1	10	4	6	12	4	8	18	11	22	9	15	5	7	5	6	13	14	15
Pocillopora_acuta_HIv2___TS.g16880.t1	4	2	1	15	8	13	6	3	3	7	2	1	3	7	8	16	8	4
Pocillopora_acuta_HIv2___TS.g16883.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g169.t1	55	39	36	98	43	56	43	45	41	30	23	24	31	27	30	29	29	12
Pocillopora_acuta_HIv2___TS.g1690.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16902.t2	6	4	2	10	6	10	17	11	18	15	10	4	9	8	7	26	10	12
Pocillopora_acuta_HIv2___TS.g16903.t3	17	7	8	18	7	10	6	6	5	6	6	1	6	11	6	11	11	5
Pocillopora_acuta_HIv2___TS.g16905.t1	1	0	1	3	0	4	9	2	3	3	7	5	3	1	2	2	2	1
Pocillopora_acuta_HIv2___TS.g1691.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16910.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16919.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16920.t1	50	36	39	54	39	45	45	30	34	23	22	21	30	30	37	29	32	11
Pocillopora_acuta_HIv2___TS.g16928.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16930.t1	1	1	1	7	3	1	0	0	1	0	2	1	0	1	1	1	0	1
Pocillopora_acuta_HIv2___TS.g16932.t1	3	1	0	8	1	3	0	2	3	1	0	0	1	5	0	1	4	0
Pocillopora_acuta_HIv2___TS.g16938.t2	8	5	7	1	2	3	1	1	5	0	0	2	3	1	2	1	1	2
Pocillopora_acuta_HIv2___TS.g16941.t1	31	17	29	50	66	57	17	28	14	59	44	53	58	46	31	36	57	27
Pocillopora_acuta_HIv2___TS.g16947.t2	34	17	20	55	19	30	22	26	29	19	15	16	11	14	26	22	12	8
Pocillopora_acuta_HIv2___TS.g16950.t1	2	0	1	4	1	2	0	1	0	0	0	1	0	3	4	6	3	4
Pocillopora_acuta_HIv2___TS.g16955.t1	8	6	6	3	1	8	5	9	1	1	0	1	5	0	7	0	0	2
Pocillopora_acuta_HIv2___TS.g16956.t1a	33	24	27	26	28	34	23	28	19	23	21	28	29	23	26	15	29	9
Pocillopora_acuta_HIv2___TS.g16956.t1b	19	9	11	17	13	9	9	8	9	7	5	3	3	8	8	9	4	1
Pocillopora_acuta_HIv2___TS.g1696.t1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16960.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pocillopora_acuta_HIv2___TS.g16961.t1	75	45	52	71	43	42	48	49	50	21	26	20	34	41	54	60	35	27
Pocillopora_acuta_HIv2___TS.g16963.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16964.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16966.t1	3	4	4	11	6	10	4	3	3	0	1	3	1	0	1	7	3	7
Pocillopora_acuta_HIv2___TS.g16967.t1	2	3	8	8	7	3	7	1	4	5	5	3	5	7	7	14	8	8
Pocillopora_acuta_HIv2___TS.g1697.t1	3	6	4	7	7	1	1	1	0	2	1	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16971.t1	1	1	3	2	3	2	0	0	0	0	1	2	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16977.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16978.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g16989.t1	3	1	1	6	3	5	0	2	6	0	1	0	1	2	3	2	1	1
Pocillopora_acuta_HIv2___TS.g16993.t1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Pocillopora_acuta_HIv2___TS.g16999.t1	1	0	1	1	0	2	1	3	3	0	0	3	3	0	0	1	1	0
Pocillopora_acuta_HIv2___TS.g170.t1	12	24	11	33	8	23	20	19	22	13	15	15	15	22	21	21	34	7
Pocillopora_acuta_HIv2___TS.g17001.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17003.t1	1	0	0	1	0	0	17	11	17	13	7	13	34	36	58	35	60	19
Pocillopora_acuta_HIv2___TS.g17019.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17020.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17021.t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17023.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17025.t1	2	0	0	1	1	0	1	0	0	0	0	0	2	0	3	1	1	0
Pocillopora_acuta_HIv2___TS.g17026.t1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	2
Pocillopora_acuta_HIv2___TS.g17030.t1	9	4	1	4	0	1	0	1	3	2	2	1	0	0	1	2	0	0
Pocillopora_acuta_HIv2___TS.g17033.t1	1	0	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17036.t1	9	3	9	4	2	4	1	4	1	3	1	3	2	1	1	1	0	1
Pocillopora_acuta_HIv2___TS.g1704.t1	25	18	27	35	22	28	28	37	43	5	3	4	28	32	18	12	24	35
Pocillopora_acuta_HIv2___TS.g17055.t1	1	1	2	2	0	1	1	0	0	0	0	1	2	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17056.t1	9	8	5	12	6	8	8	3	6	4	4	3	2	10	14	4	6	4
Pocillopora_acuta_HIv2___TS.g17061.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17062.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17063.t1	9	8	4	12	3	4	2	5	1	2	1	2	3	1	3	0	5	0
Pocillopora_acuta_HIv2___TS.g17065.t1	1	1	0	2	1	2	1	1	1	0	2	1	0	0	1	0	1	1
Pocillopora_acuta_HIv2___TS.g17066.t1	1	3	0	3	2	3	4	1	3	0	2	0	1	1	2	4	2	1
Pocillopora_acuta_HIv2___TS.g17067.t1	18	14	11	5	5	4	3	1	0	1	0	0	2	6	5	18	18	12
Pocillopora_acuta_HIv2___TS.g17069.t1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1707.t1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17072.t2	15	19	8	7	5	7	10	11	6	0	2	3	6	8	7	4	2	2
Pocillopora_acuta_HIv2___TS.g17074.t1	4	4	6	4	1	1	5	4	6	1	1	0	0	1	1	0	2	0
Pocillopora_acuta_HIv2___TS.g17080.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17083.t1	1	3	1	2	3	2	1	2	1	2	0	1	1	2	0	0	0	2
Pocillopora_acuta_HIv2___TS.g17085.t1	13	10	9	7	3	8	7	7	9	7	1	6	13	7	18	10	14	4
Pocillopora_acuta_HIv2___TS.g17088.t1	18	23	24	22	13	15	10	15	12	14	16	13	10	7	5	5	6	9
Pocillopora_acuta_HIv2___TS.g17089.t1a	1958	1606	1423	1171	993	1286	1899	1657	1549	1073	1203	881	1480	1409	1534	849	1034	452
Pocillopora_acuta_HIv2___TS.g17089.t1b	540	452	426	602	640	630	881	844	848	1406	1164	1343	577	539	507	1033	901	586
Pocillopora_acuta_HIv2___TS.g1709.t1	2	1	0	1	2	3	1	0	1	1	0	1	1	1	1	0	2	2
Pocillopora_acuta_HIv2___TS.g17100.t1	7	10	2	7	2	2	6	3	6	1	3	1	3	1	3	1	0	0
Pocillopora_acuta_HIv2___TS.g17115.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___TS.g1712.t1	2	4	0	4	2	4	5	3	3	2	3	3	16	12	7	7	5	11
Pocillopora_acuta_HIv2___TS.g17127.t1	1	0	0	0	1	3	3	1	2	0	2	1	1	2	0	2	4	0
Pocillopora_acuta_HIv2___TS.g17135.t1	3	2	5	2	1	1	1	2	1	0	0	0	0	1	1	0	0	0
Pocillopora_acuta_HIv2___TS.g17145.t1	0	0	1	0	0	0	0	0	2	0	0	0	1	2	1	0	0	0
Pocillopora_acuta_HIv2___TS.g17147.t1	6	16	17	9	2	5	0	1	2	0	0	0	1	1	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1715.t1	33	25	16	38	20	27	38	34	30	25	31	21	71	60	64	30	28	6
Pocillopora_acuta_HIv2___TS.g17151.t2	9	8	6	14	8	5	10	3	3	2	4	0	8	2	7	6	5	4
Pocillopora_acuta_HIv2___TS.g17158.t1	0	1	2	4	0	0	2	1	0	0	0	0	1	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17164.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pocillopora_acuta_HIv2___TS.g17168.t1	18	15	15	35	16	17	14	8	10	4	10	5	2	2	4	3	4	2
Pocillopora_acuta_HIv2___TS.g17175.t1	0	2	0	0	0	2	0	0	1	2	1	3	0	0	1	0	0	0
Pocillopora_acuta_HIv2___TS.g1718.t1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17188.t3	24	19	17	20	11	24	12	23	19	12	14	10	15	13	10	17	9	8
Pocillopora_acuta_HIv2___TS.g17193.t3a	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Pocillopora_acuta_HIv2___TS.g17193.t3b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
Pocillopora_acuta_HIv2___TS.g17199.t1	108	80	71	160	93	124	122	90	81	111	122	96	63	89	87	182	120	170
Pocillopora_acuta_HIv2___TS.g17204.t1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0
Pocillopora_acuta_HIv2___TS.g17212.t1	1	0	1	1	1	0	3	2	0	0	0	0	1	2	0	2	0	2
Pocillopora_acuta_HIv2___TS.g17224.t2	37	35	22	44	24	35	24	23	24	16	18	20	10	16	18	9	13	1
Pocillopora_acuta_HIv2___TS.g1723.t1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17233.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17237.t1	14	5	8	30	16	19	152	114	115	265	284	223	144	160	180	314	385	201
Pocillopora_acuta_HIv2___TS.g17246.t2	70	42	49	85	61	68	48	49	56	70	100	71	43	42	50	166	132	74
Pocillopora_acuta_HIv2___TS.g17247.t1	56	43	44	48	51	57	29	35	41	22	24	20	31	25	26	29	27	13
Pocillopora_acuta_HIv2___TS.g1725.t1	20	2	11	25	20	23	23	18	25	4	1	1	7	13	15	1	1	2
Pocillopora_acuta_HIv2___TS.g17255.t1	64	69	59	81	64	78	60	46	46	54	59	50	70	58	48	60	81	32
Pocillopora_acuta_HIv2___TS.g17259.t2	86	69	67	108	48	58	46	49	51	42	34	29	43	28	52	11	36	11
Pocillopora_acuta_HIv2___TS.g17267.t2	19	23	18	24	13	20	23	21	21	17	9	5	10	12	18	14	18	5
Pocillopora_acuta_HIv2___TS.g17269.t1	7	3	5	5	3	0	0	2	4	2	2	3	2	1	3	1	5	0
Pocillopora_acuta_HIv2___TS.g1727.t1	29	25	24	38	23	28	55	31	41	37	49	29	28	33	35	59	65	28
Pocillopora_acuta_HIv2___TS.g17270.t1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17290.t1	152	96	76	72	45	78	81	103	119	37	59	43	46	80	84	2	11	30
Pocillopora_acuta_HIv2___TS.g17295.t2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17296.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pocillopora_acuta_HIv2___TS.g17299.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g17300.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pocillopora_acuta_HIv2___TS.g1731.t1	1	0	0	2	0	0	0	1	1	0	0	0	0	1	0	2	0	2
Pocillopora_acuta_HIv2___TS.g17322.t1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
